개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,건물지상층수,건물지하층수,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,발한실여부,사용끝지상층,사용끝지하층,사용시작지상층,사용시작지하층,상세영업상태명,상세영업상태코드,여성종사자수,영업상태코드,욕실수,위생업태명,전화번호,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3230000,3230000-202-2003-00052,2003-02-27,영업/정상,,288.00,138-864,05566,영대중목욕탕,공동탕업,I,,,,,N,2026-04-22 22:32:48,서울특별시 송파구 삼전로 89 (잠실동),N,,,,,영업,01,,01,,공동탕업,024226197,,,,207830.364872207    ,444935.642066509    ,서울특별시 송파구 잠실동 252-2 ,2021-09-30 15:04:07
3230000,3230000-202-2003-00056,2003-02-27,영업/정상,,567.24,138-915,05554,롯데호텔남성사우나,공동탕업,I,,,,,N,2026-04-22 22:32:52,"서울특별시 송파구 올림픽로 240, 지상4,5층 (잠실동, 롯데호텔)",N,,,,,영업,01,,01,,공동탕업,024197000,,,,208589.363343145    ,445455.90405262     ,서울특별시 송파구 잠실동 40-1 롯데호텔 ,2025-02-11 15:17:27
3230000,3230000-202-2003-00061,2003-02-27,영업/정상,,"3,000.00",138-827,05543,잠실수양 불한증막,공동탕업+찜질시설서비스영업,I,,0,0,,N,2026-04-22 22:32:52,"서울특별시 송파구 오금로11길 33 (방이동,지하1,2층)",N,0,0,0,0,영업,01,,01,0,공동탕업+찜질시설서비스영업,0205566600,,,,209708.127928039    ,445937.543455637    ,"서울특별시 송파구 방이동 39-2 지하1,2층 ",2025-12-10 14:33:45
3230000,3230000-202-2003-00062,2003-02-27,영업/정상,,"1,188.00",138-846,05688,엄마손대중사우나,공동탕업,I,,0,1,,N,2026-04-22 22:32:47,서울특별시 송파구 가락로 103 (석촌동),N,0,1,0,1,영업,01,,01,0,공동탕업,024138882,,,,209440.726523187    ,444369.495694674    ,서울특별시 송파구 석촌동 277-2 지하1층 ,2019-04-23 11:12:48
3230000,3230000-202-2003-00071,2003-10-21,영업/정상,,811.80,138-040,05536,토성사우나,공동탕업,I,,4,1,,N,2026-04-22 22:32:47,"서울특별시 송파구 토성로 38-6 (풍납동,한강극동(아) 제상가동 지하1층)",N,,1,,1,영업,01,,01,,공동탕업,024771488,,,,209895.702319556    ,447471.180557382    ,서울특별시 송파구 풍납동 508 한강극동(아) 제상가동 지하1층 ,2018-10-30 13:16:48
3230000,3230000-202-2004-00003,2004-03-19,영업/정상,,"1,879.47",138-842,05614,백제불한증막인삼사우나,공동탕업,I,,7,0,,N,2026-04-22 22:32:47,"서울특별시 송파구 백제고분로 293 (석촌동,지하1-4층및지상1층)",N,1,4,1,1,영업,01,,01,2,공동탕업,024126111,,,,208682.946639076    ,444522.26110806     ,서울특별시 송파구 석촌동 15 지하1-4층및지상1층 ,2024-11-15 15:57:57
3230000,3230000-202-2006-00005,2006-12-14,영업/정상,,"1,663.00",138-810,05769,라파사우나,공동탕업,I,자가,18,5,,N,2026-04-22 22:32:46,"서울특별시 송파구 오금로 396 (가락동,에스케이허브파크지하1층)",Y,,1,,1,영업,01,,01,2,공동탕업,0204485550,,,,211802.518980374    ,443982.241438404    ,서울특별시 송파구 가락동 166-2 에스케이허브파크지하1층 ,2020-03-18 09:04:21
3230000,3230000-202-2007-00001,2007-08-08,영업/정상,,166.22,138-934,05510,옵티멈스포츠클럽,공동탕업,I,임대,0,0,,N,2026-04-22 22:32:54,"서울특별시 송파구 올림픽로35가길 16, 5층 (신천동)",Y,5,0,5,0,영업,01,,01,6,공동탕업,,,,,209039.148023482    ,446007.966801057    ,서울특별시 송파구 신천동 7-12 5층 ,2025-05-13 17:17:59
3230000,3230000-202-2014-00002,2014-02-19,영업/정상,,485.32,138-847,05697,송파여성소금한증막,공동탕업+찜질시설서비스영업,I,,0,0,,N,2026-04-22 22:32:54,"서울특별시 송파구 가락로 120, 지하1층 (석촌동)",Y,,1,,1,영업,01,,01,3,공동탕업+찜질시설서비스영업,024133388,,,,209595.57571932     ,444378.542780322    ,서울특별시 송파구 석촌동 296-4 ,2020-12-10 11:19:39
3230000,3230000-202-2014-00003,2014-03-11,영업/정상,,922.04,138-934,05510,시그마스포츠클럽,목욕장업 기타,I,,0,0,,N,2026-04-22 22:32:54,"서울특별시 송파구 올림픽로 289, 지하1,2층 (신천동, 잠실시그마타워)",N,,2,,1,영업,01,,01,2,목욕장업 기타,0234346160,,,,208994.017991356    ,445826.545566831    ,서울특별시 송파구 신천동 7-19 ,2025-04-15 10:39:25
3230000,3230000-202-2016-00002,2016-10-05,영업/정상,,60.00,138-803,05718,주식회사 잠실투엑스휘트니스,목욕장업 기타,I,,0,0,0,N,2026-04-22 22:32:55,"서울특별시 송파구 송파대로28길 27, 지하1층 (가락동)",N,,1,,1,영업,01,0,01,1,목욕장업 기타,0220439811,,,,210580.683290918    ,443657.71204579     ,서울특별시 송파구 가락동 80 ,2018-01-24 14:49:10
3230000,3230000-202-2017-00001,2017-01-05,영업/정상,,"2,531.00",138-888,05837,워터킹덤 워터파크 & 스파,공동탕업+찜질시설서비스영업,I,,0,0,0,N,2026-04-22 22:32:54,"서울특별시 송파구 송파대로 111, 202동 101호 (문정동, 하비오길동 광장로)",Y,1,,1,,영업,01,0,01,2,공동탕업+찜질시설서비스영업,,,,,210868.397496689    ,442053.227933005    ,서울특별시 송파구 문정동 618 ,2018-11-20 17:38:28
3230000,3230000-202-2017-00003,2017-07-27,영업/정상,,390.00,138-861,05556,피트니스 비엠,목욕장업 기타,I,,0,0,1,N,2026-04-22 22:32:55,"서울특별시 송파구 올림픽로 76, 13층 (잠실동, J 타워)",N,13,,13,,영업,01,0,01,2,목욕장업 기타,,,,,206916.75835        ,445485.4447736      ,서울특별시 송파구 잠실동 175-6 ,2017-07-27 12:40:40
3230000,3230000-202-2020-00001,2020-06-11,영업/정상,,636.44,138-715,05719,유어짐 가락,공동탕업,I,임대,0,0,0,N,2026-04-22 22:32:54,"서울특별시 송파구 송파대로 260, 제일오피스텔 지하2층 (가락동)",N,2,,2,,영업,01,0,01,6,공동탕업,024309864,,,,210431.832858016    ,443465.4592322      ,서울특별시 송파구 가락동 99-3 제일오피스텔 ,2020-06-11 15:05:25
3230000,3230000-202-2022-00001,2022-03-29,영업/정상,,316.90,138-721,05554,롯데호텔 여성사우나,목욕장업 기타,I,,0,0,0,N,2026-04-22 22:32:54,"서울특별시 송파구 올림픽로 240, 5층 (잠실동)",N,5,,5,,영업,01,0,01,0,목욕장업 기타,,,,,208589.363343145    ,445455.90405262     ,서울특별시 송파구 잠실동 40-1 롯데월드 ,2025-02-11 15:20:15
3230000,3230000-202-2024-00001,2024-07-25,영업/정상,,175.68,138-824,05803,양파불한증막,한증막업,I,,0,0,0,N,2026-04-22 22:32:54,"서울특별시 송파구 송이로32길 26, 지층 (문정동)",N,,,,,영업,01,0,01,2,한증막업,,,,,211175.631035284    ,442853.653892969    ,서울특별시 송파구 문정동 21 ,2024-07-25 15:32:22
3240000,3240000-202-2001-00016,2001-04-18,영업/정상,,749.13,134-817,05361,한보대중사우나,공동탕업,I,임대,4,1,,N,2025-12-15 16:15:28,서울특별시 강동구 천호대로 1200 (둔촌동),Y,0,1,0,1,영업,01,,01,2,공동탕업,024739092,,,,212714.696142279    ,448035.586198761    ,서울특별시 강동구 둔촌동 51 ,2024-11-13 14:08:49
3240000,3240000-202-2001-00019,2001-08-08,영업/정상,,823.99,134-830,05257,싸파리,공동탕업,I,임대,3,1,,N,2025-12-15 16:15:28,서울특별시 강동구 양재대로 1655 (명일동),Y,,1,,1,영업,01,,01,2,공동탕업,0234261177,,,,212646.173191205    ,450131.624916831    ,서울특별시 강동구 명일동 306-5 ,2020-08-19 14:40:26
3240000,3240000-202-2002-00011,2002-03-15,영업/정상,,"2,224.98",134-814,05353,엔돌핀보석사우나,공동탕업+찜질시설서비스영업,I,임대,10,4,,Y,2025-12-15 16:15:28,"서울특별시 강동구 양재대로111길 15 (길동,탑스위트 빌딩 지하1층)",Y,0,1,0,1,영업,01,,01,2,공동탕업+찜질시설서비스영업,024856231,,,,212172.828537488    ,448321.330153611    ,서울특별시 강동구 길동 413-1 탑스위트 빌딩 지하1층 ,2022-07-21 17:48:52
3240000,3240000-202-2002-00016,2002-07-08,영업/정상,,639.21,134-825,05269,한별불가마사우나,공동탕업+찜질시설서비스영업,I,임대,5,2,,N,2025-12-15 16:15:28,서울특별시 강동구 동남로75길 13-10 (명일동),Y,0,2,0,1,영업,01,,01,2,공동탕업+찜질시설서비스영업,024269933,,,,213628.354436887    ,450199.900990678    ,서울특별시 강동구 명일동 47-3 ,2020-01-08 17:19:02
3240000,3240000-202-2002-00017,2002-01-02,영업/정상,,810.13,134-830,05257,다래,공동탕업+찜질시설서비스영업,I,임대,3,1,,Y,2025-12-15 16:15:28,서울특별시 강동구 양재대로 1657-11 (명일동),Y,0,1,0,1,영업,01,,01,2,공동탕업+찜질시설서비스영업,024265933,,,,212603.194992637    ,450135.008703137    ,서울특별시 강동구 명일동 306-7 ,2022-12-28 15:24:14
3240000,3240000-202-2002-00020,2002-11-19,영업/정상,,805.11,134-859,05264,백두산 사우나,공동탕업+찜질시설서비스영업,I,자가,4,1,,Y,2025-12-15 16:15:28,"서울특별시 강동구 상암로 41 (암사동,지하1층)",Y,0,1,0,1,영업,01,,01,2,공동탕업+찜질시설서비스영업,024410450,,,,211260.202994668    ,449774.572647567    ,서울특별시 강동구 암사동 501-4 지하1층 ,2022-07-21 17:49:52
3240000,3240000-202-2007-00001,2007-01-09,영업/정상,,852.00,134-822,05370,둔촌참숯가마목욕탕,공동탕업+찜질시설서비스영업,I,임대,15,3,,Y,2025-12-15 16:15:28,"서울특별시 강동구 명일로 110 (둔촌동,암펠로스타워 지하1층)",Y,0,1,0,1,영업,01,,01,0,공동탕업+찜질시설서비스영업,024884335,,,,212577.040818432    ,447411.826077751    ,서울특별시 강동구 둔촌동 556 암펠로스타워 지하1층 ,2022-07-21 17:50:19
3240000,3240000-202-2011-00001,2011-02-22,영업/정상,,743.48,134-847,05407,수(水)토피아여성전용사우나,공동탕업+찜질시설서비스영업,I,임대,0,0,,Y,2025-12-15 16:15:28,서울특별시 강동구 강동대로 215 (성내동),N,0,0,0,1,영업,01,,01,3,공동탕업+찜질시설서비스영업,024893330,,,,211439.913218746    ,446827.001052015    ,서울특별시 강동구 성내동 448-26 ,2022-07-21 17:51:04
3240000,3240000-202-2011-00003,2011-08-03,영업/정상,,"1,524.80",134-874,05328,한강허브대중탕,공동탕업+찜질시설서비스영업,I,,0,0,,Y,2025-12-15 16:15:28,"서울특별시 강동구 올림픽로 664, 지2층 비201(202,203)호 (천호동, 대우 한강 베네시티)",N,0,2,0,2,영업,01,,01,2,공동탕업+찜질시설서비스영업,024761500,,,,210970.75707265     ,448713.31669728     ,서울특별시 강동구 천호동 425-5 대우 한강 베네시티 ,2022-08-12 10:44:56
3240000,3240000-202-2011-00004,2011-08-04,영업/정상,,386.09,134-880,05353,오투여성사우나,공동탕업+찜질시설서비스영업,I,,0,0,,N,2025-12-15 16:15:28,서울특별시 강동구 양재대로 1477 (길동),Y,0,3,0,2,영업,01,,01,1,공동탕업+찜질시설서비스영업,024708086,,,,212276.401389259    ,448401.777927216    ,서울특별시 강동구 길동 389-5 ,2025-07-24 14:32:07
3240000,3240000-202-2015-00001,2015-06-09,영업/정상,,19.78,134-890,05405,오륜짐 찜질,찜질시설서비스영업,I,임대,0,0,0,N,2025-12-15 16:15:28,"서울특별시 강동구 강동대로53길 80, 하모니마트 5층 503호 (성내동)",Y,5,0,5,0,영업,01,0,01,0,찜질시설서비스영업,024785222,,,,211680.853759912    ,447125.42728615     ,서울특별시 강동구 성내동 430-12 하모니마트 ,2024-09-05 11:07:46
3240000,3240000-202-2020-00001,2020-10-19,영업/정상,,"1,542.45",134-890,05404,제이씨유 사우나,공동탕업+찜질시설서비스영업,I,임대,0,0,0,Y,2025-12-15 16:15:28,"서울특별시 강동구 양재대로89길 16, 지1층 (성내동, 파크프라자)",N,0,1,0,1,영업,01,0,01,2,공동탕업+찜질시설서비스영업,0204740196,,,,211838.35431041     ,447195.676766748    ,서울특별시 강동구 성내동 428-2 파크프라자 ,2022-07-21 17:52:40
3240000,3240000-202-2024-00001,2024-12-05,영업/정상,,191.38,134-861,05306,(주)빅브로짐 명일점,찜질시설서비스영업,I,임대,0,0,0,N,2025-12-15 16:15:28,"서울특별시 강동구 양재대로 1619, 가야빌딩 B1층 (천호동)",N,,1,,1,영업,01,0,01,0,찜질시설서비스영업,,,,,212613.446774976    ,449758.271355637    ,서울특별시 강동구 천호동 24-8 가야빌딩 ,2024-12-05 16:02:07
3240000,3240000-202-2025-00001,2025-04-18,영업/정상,,"1,159.00",134-803,05203,초이스바이반트,목욕장업 기타,I,임대,0,0,0,N,2025-12-15 16:15:28,"서울특별시 강동구 고덕비즈밸리로 51, 402-1,503-1호 (고덕동)",N,5,0,4,0,영업,01,0,01,2,목욕장업 기타,025578828,,,,213847.923700142    ,451564.469961363    ,서울특별시 강동구 고덕동 353-23 ,2025-12-12 13:44:48
3240000,3240000-202-2025-00002,2025-12-15,영업/정상,,23.00,134-874,05328,씨에이치휘트니스,찜질시설서비스영업,I,임대,0,0,0,N,2025-12-17 04:57:42,"서울특별시 강동구 올림픽로 664, 201호 (천호동, 대우 한강 베네시티)",N,2,,2,,영업,01,0,01,0,찜질시설서비스영업,024729682,,,,210970.75707265     ,448713.31669728     ,서울특별시 강동구 천호동 425-5 대우 한강 베네시티 ,2025-12-15 16:42:10
3240000,3240000-202-2026-00001,2026-02-27,영업/정상,,401.00,134-030,05379,어반필드 스파 강동그란츠,공동탕업+찜질시설서비스영업,I,,0,2,0,N,2026-02-28 22:27:20,"서울특별시 강동구 천호대로 1050, 지하2층 (성내동, 그란츠 리버파크)",Y,0,0,0,0,영업,01,0,01,2,공동탕업+찜질시설서비스영업,,,,,,,서울특별시 강동구 성내동 611 그란츠 리버파크 ,2026-02-27 15:55:52
3240000,3240000-202-2026-00002,2026-05-26,영업/정상,,63.10,134-858,05259,온다,찜질시설서비스영업,I,,0,0,0,N,2026-05-27 22:27:10,"서울특별시 강동구 구천면로53가길 29, 101호 (암사동)",N,,,1,,영업,01,0,01,0,찜질시설서비스영업,,,,,212056.847345131    ,449871.755240086    ,서울특별시 강동구 암사동 475-63 ,2026-05-26 14:10:17
3240000,3240000-202-1986-00302,1986-09-01,영업/정상,,228.45,134-854,05258,명일탕,공동탕업,I,임대,4,1,,N,2025-12-15 16:15:28,서울특별시 강동구 구천면로 351 (암사동),Y,3,,2,,영업,01,,01,2,공동탕업,0204274136,,,,212098.401599245    ,449792.562107627    ,서울특별시 강동구 암사동 425-197 ,2020-08-20 15:58:45
3240000,3240000-202-1988-00277,1988-04-11,영업/정상,,500.90,134-801,05222,우정사우나,공동탕업,I,임대,4,0,,N,2025-12-15 16:15:28,"서울특별시 강동구 고덕로83길 18 (고덕동,경기빌딩 1층-3층)",Y,3,0,2,0,영업,01,,01,2,공동탕업,024291984,,,,214856.492433065    ,450644.798761127    ,서울특별시 강동구 고덕동 210-0 경기빌딩 1층-3층 ,2021-07-05 17:51:54
3240000,3240000-202-1992-00257,1992-11-13,영업/정상,,997.81,134-866,05310,동암,공동탕업,I,임대,6,2,,N,2025-12-15 16:15:28,"서울특별시 강동구 구천면로 304, 지하동 2층호 (천호동, 일주빌딩)",Y,,2,,2,영업,01,,01,2,공동탕업,0204790522,,,,211853.659176909    ,449388.465849174    ,서울특별시 강동구 천호동 235-0 일주빌딩 지하동 2층호,2021-02-11 15:09:21
3240000,3240000-202-2000-00001,2000-07-04,영업/정상,,701.40,134-838,05283,상일탕,공동탕업,I,임대,5,1,,N,2025-12-15 16:15:28,서울특별시 강동구 천호대로 1469-1 (상일동),Y,1,1,1,1,영업,01,,01,2,공동탕업,024273100,,,,215073.592252889    ,449400.300661963    ,서울특별시 강동구 상일동 325-3 ,2020-08-19 13:54:51
3240000,3240000-202-2001-00010,2001-08-29,영업/정상,,"1,077.00",134-857,05251,대원 목욕탕,공동탕업+찜질시설서비스영업,I,임대,19,3,,Y,2025-12-15 16:15:28,서울특별시 강동구 고덕로 52 (암사동),Y,0,1,0,1,영업,01,,01,2,공동탕업+찜질시설서비스영업,024270092,,,,211466.885452018    ,450264.276387605    ,서울특별시 강동구 암사동 461 ,2022-10-28 14:51:08
3250000,3250000-202-1960-00144,1960-12-10,영업/정상,,"1,416.48",600-808,48976,금강스파,공동탕업+찜질시설서비스영업,I,,5,1,,Y,2026-05-01 22:36:56,"부산광역시 중구 흑교로31번길 3-1 (부평동3가, 외 2필지)",N,5,1,5,1,영업,01,,01,0,공동탕업+찜질시설서비스영업,0512449501,,,,384542.121201746    ,179994.202103898    ,부산광역시 중구 부평동3가 22-1 외 2필지 ,2021-10-18 16:20:24
3250000,3250000-202-1960-00146,1960-12-10,영업/정상,,517.00,600-074,48974,부천탕,공동탕업,I,,0,0,,N,2026-05-01 22:36:57,부산광역시 중구 흑교로21번길 21 (부평동4가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512443396,,,,384380.762745833    ,179907.143964003    ,부산광역시 중구 부평동4가 28-3 ,2026-01-19 16:15:29
3250000,3250000-202-1960-00147,1960-12-10,영업/정상,,337.00,600-012,48956,신수탕,공동탕업,I,,0,0,,N,2026-05-01 22:36:58,"부산광역시 중구 대청로138번길 15-1 (중앙동2가, 21-1, 6, 8)",N,0,0,0,0,영업,01,,01,0,공동탕업,0512314848,,,,385508.413954577    ,179934.600251496    ,"부산광역시 중구 중앙동2가 21-1 , 6, 8 ",2022-03-18 10:54:44
3250000,3250000-202-1963-00001,1963-01-08,영업/정상,,255.00,600-082,48963,유정탕,공동탕업+찜질시설서비스영업,I,,0,0,,N,2026-05-01 22:36:59,부산광역시 중구 흑교로 53-1 (보수동2가),N,0,0,0,0,영업,01,,01,0,공동탕업+찜질시설서비스영업,0512434383,,,,384523.423921873    ,180224.03516855     ,부산광역시 중구 보수동2가 89-2 ,2020-08-27 15:38:04
3250000,3250000-202-1969-00001,1969-12-01,영업/정상,,233.00,600-806,48977,청수탕,공동탕업,I,,,,,N,2026-05-01 22:36:59,부산광역시 중구 중구로33번길 44 (부평동2가),N,,,,,영업,01,,01,,공동탕업,0512451969,,,,384626.918927917    ,179878.923019853    ,부산광역시 중구 부평동2가 68-6 ,2021-01-18 09:43:52
3250000,3250000-202-1970-00004,1970-12-28,영업/정상,,156.00,600-110,48915,영주목욕탕,공동탕업,I,,0,0,,N,2026-05-01 22:36:59,부산광역시 중구 동영로 77-1 (영주동),N,0,0,0,0,영업,01,,01,0,공동탕업,0514698444,,,,385201.615276432    ,181101.034719319    ,부산광역시 중구 영주동 277-16 ,2024-12-24 10:14:43
3250000,3250000-202-1973-00152,1973-07-11,영업/정상,,378.00,600-817,48937,명천탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:01,부산광역시 중구 충장대로5번길 34 (중앙동4가),N,0,0,0,0,영업,01,,01,0,공동탕업,0514678686,,,,385694.347017426    ,180690.925641268    ,부산광역시 중구 중앙동4가 81-13 ,2021-03-23 14:08:01
3250000,3250000-202-1982-00151,1982-11-12,영업/정상,,232.00,600-811,48922,청호탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:01,부산광역시 중구 중구로188번길 21 (영주동),N,0,0,0,0,영업,01,,01,0,공동탕업,0514693202,,,,385598.846693604    ,180987.169145877    ,부산광역시 중구 영주동 636-2 ,2025-01-03 09:28:18
3250000,3250000-202-1984-00152,1984-02-17,영업/정상,,405.00,600-110,48916,거북탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:01,부산광역시 중구 영주로 20 (영주동),N,0,0,0,0,영업,01,,01,0,공동탕업,0514633803,,,,385168.082468485    ,180838.190457951    ,부산광역시 중구 영주동 292-10 ,2020-12-04 17:39:20
3250000,3250000-202-1985-00154,1985-02-02,영업/정상,,354.00,600-804,48978,양신탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:01,부산광역시 중구 중구로33번길 22 (부평동1가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512456957,,,,384728.430348184    ,179877.329958975    ,부산광역시 중구 부평동1가 27-1 ,2020-12-04 17:39:57
3250000,3250000-202-1988-00159,1988-09-13,영업/정상,,338.97,600-062,48947,녹수탕,공동탕업,I,임대,4,1,,N,2026-05-01 22:37:02,부산광역시 중구 광복로43번길 12 (신창동2가),N,3,0,2,0,영업,01,,01,0,공동탕업,0512472425,,,,385015.384999651    ,179808.355520845    ,부산광역시 중구 신창동2가 21-2 ,2025-07-24 11:16:20
3250000,3250000-202-1988-00160,1988-12-30,영업/정상,,214.43,600-025,48927,뉴부산탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:02,부산광역시 중구 샘길 54 (동광동5가),N,0,0,0,0,영업,01,,01,0,공동탕업,0514697776,,,,385442.886297364    ,180488.658255149    ,부산광역시 중구 동광동5가 27-11 ,2020-12-04 17:41:44
3250000,3250000-202-1989-00161,1989-02-18,영업/정상,,478.00,600-809,48975,해림사우나,공동탕업,I,,0,0,,N,2026-05-01 22:37:02,부산광역시 중구 흑교로17번길 7-1 (부평동3가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512417676,,,,384498.263296289    ,179863.261323636    ,부산광역시 중구 부평동3가 62-15 ,2025-07-03 16:34:00
3250000,3250000-202-1990-00164,1990-09-05,영업/정상,,526.00,600-023,48955,득일탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:02,부산광역시 중구 대청로134번길 10 (동광동3가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512486681,,,,385446.740700909    ,180003.562360166    ,부산광역시 중구 동광동3가 9-1 ,2020-12-04 17:42:32
3250000,3250000-202-1990-00165,1990-06-15,영업/정상,,151.00,600-110,48901,대주탕,공동탕업,I,,0,0,,N,2026-05-01 22:37:02,부산광역시 중구 망양로 387 (영주동),N,0,0,0,0,영업,01,,01,0,공동탕업,0514643727,,,,384969.913425677    ,180996.78442407     ,부산광역시 중구 영주동 324-6 ,2020-03-18 17:05:32
3250000,3250000-202-1991-00166,1991-06-19,영업/정상,,430.00,600-803,48967,한신스포렉스,공동탕업,I,,0,0,,N,2026-05-01 22:37:03,부산광역시 중구 고가길 32 (보수동1가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512486334,,,,384753.432651155    ,180176.033804153    ,부산광역시 중구 보수동1가 145-28 ,2021-03-23 13:12:38
3250000,3250000-202-1997-00001,1997-08-04,영업/정상,,909.00,600-811,48912,코모도호델팔레로얄사우나,공동탕업,I,,0,0,,N,2026-05-01 22:37:03,부산광역시 중구 중구로 151 (영주동),N,0,0,0,0,영업,01,,01,0,공동탕업,0514619751,,,,385475.543050468    ,180776.200989742    ,부산광역시 중구 영주동 742-13 ,2023-11-27 11:18:39
3250000,3250000-202-2005-00001,2005-02-28,영업/정상,,462.00,600-816,48936,마린목욕탕,공동탕업,I,,19,3,,N,2026-05-01 22:37:03,"부산광역시 중구 충장대로9번길 52, 지하1층 (중앙동4가, 마린센터)",N,0,1,0,1,영업,01,,01,1,공동탕업,0514692777,,,,385825.756707547    ,180869.292984843    ,부산광역시 중구 중앙동4가 79-1 마린센터(지하1층) ,2020-12-04 17:43:58
3250000,3250000-202-2005-00003,2005-12-20,영업/정상,,880.03,600-811,48913,두원베스피아 목욕탕,공동탕업,I,임대,3,2,,N,2026-05-01 22:37:04,부산광역시 중구 동영로 46 (영주동),N,2,2,1,1,영업,01,,01,0,공동탕업,0514622241,,,,385316.674026245    ,180977.867377644    ,부산광역시 중구 영주동 526-49 ,2022-12-28 14:52:03
3250000,3250000-202-2007-00002,2007-07-12,영업/정상,,905.69,600-046,48982,자갈치해수탕,공동탕업,I,자가,10,1,,N,2026-05-01 22:37:04,부산광역시 중구 자갈치로 21 (남포동6가),Y,9,0,6,0,영업,01,,01,2,공동탕업,0512311178,,,,384732.084409812    ,179391.528210828    ,부산광역시 중구 남포동6가 29 (6~9층) ,2025-12-02 17:21:56
3250000,3250000-202-2009-00002,2009-12-09,영업/정상,,263.00,600-803,48959,대림탕,공동탕업,I,임대,3,1,,N,2026-05-01 22:37:05,"부산광역시 중구 법수길 43, 1,2층 (보수동1가)",N,2,0,1,0,영업,01,,01,0,공동탕업,0512311424,,,,384607.850440681    ,180396.112368393    ,"부산광역시 중구 보수동1가 59-9 (1,2층) ",2020-03-18 17:06:02
3250000,3250000-202-2012-00001,2012-04-17,영업/정상,,397.69,600-044,48983,자갈치효소편백원,찜질시설서비스영업,I,임대,7,2,,Y,2026-05-01 22:37:05,"부산광역시 중구 자갈치해안로 52, 3층 (남포동4가, 외 1필지)",N,0,0,3,0,영업,01,,01,1,찜질시설서비스영업,0512558001,,,,385139.215952499    ,179403.007901717    ,부산광역시 중구 남포동4가 37-1 외 1필지(3층) ,2020-07-16 10:52:48
3250000,3250000-202-2022-00001,2022-03-28,영업/정상,,354.91,600-800,48971,대청행복탕,공동탕업,I,임대,4,1,0,N,2026-05-01 22:37:05,"부산광역시 중구 대청북길 44, 1-3층 (대청동4가)",Y,3,0,1,0,영업,01,0,01,2,공동탕업,0514627616,,,,385153.115150202    ,180500.97524959     ,부산광역시 중구 대청동4가 24-1 ,2023-05-19 14:45:43
3250000,3250000-202-2025-00001,2025-04-18,영업/정상,,77.00,600-012,48957,팬스타미라클,공동탕업,I,자가,1,8,,N,2026-05-01 22:37:05,"부산광역시 중구 해관로 30, 팬스타미라클, 5DECK (중앙동2가)",N,5,0,5,0,영업,01,,01,0,공동탕업,,,,,385565.687930937    ,179949.49925438     ,부산광역시 중구 중앙동2가 3 ,2025-09-18 10:07:46
3260000,3260000-202-1983-00227,1983-02-15,영업/정상,,238.40,602-825,49226,녹수탕,공동탕업,I,,0,0,,N,2026-04-27 22:30:16,부산광역시 서구 구덕로339번길 5 (서대신동3가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512536159,,,,383675.155653342    ,181266.898726125    ,부산광역시 서구 서대신동3가 289-2 ,2024-09-12 15:14:35
3260000,3260000-202-1983-00341,1983-02-10,영업/정상,,220.00,602-827,49240,천일탕,공동탕업,I,,0,0,,N,2026-04-27 22:30:16,부산광역시 서구 해돋이로269번길 14 (아미동2가),N,0,0,0,0,영업,01,,01,0,공동탕업,0512423121,,,,383726.641325209    ,179792.102177539    ,부산광역시 서구 아미동2가 126-93 ,2025-09-10 14:32:34
3260000,3260000-202-1983-00663,1983-01-15,영업/정상,,179.54,602-803,49263,성진탕,공동탕업,I,,0,0,,N,2026-04-27 22:30:16,부산광역시 서구 남부민로 47 (남부민동),N,0,0,0,0,영업,01,,01,0,공동탕업,0512564318,,,,384385.612280434    ,177978.404350947    ,부산광역시 서구 남부민동 499-2 ,2024-09-12 16:27:50
3260000,3260000-202-1984-00182,1984-07-24,영업/정상,,344.80,602-820,49228,새부산탕,공동탕업,I,임대,0,0,,N,2026-04-27 22:30:16,부산광역시 서구 대영로6번길 11 (서대신동2가),N,0,0,0,0,영업,01,,01,0,공동탕업,0516228667,,,,383409.870443357    ,180850.325477349    ,부산광역시 서구 서대신동2가 288-3 ,2024-09-12 16:31:49
3260000,3260000-202-1986-00584,1986-02-03,영업/정상,,319.24,602-801,49256,부산탕,공동탕업,I,,0,0,,N,2026-04-27 22:30:16,부산광역시 서구 충무대로241번길 7 (남부민동),N,0,0,0,0,영업,01,,01,0,공동탕업,0512437365,,,,384454.235249474    ,178871.675806526    ,부산광역시 서구 남부민동 645-2 ,2025-11-12 11:22:27
